Condition,Voltage,Current,Temperature
0,88.69459167823533,496.2133932291319,55.40076768082408
1,86.99085721230023,494.42852519200625,50.43237182387008
1,85.48182913612511,494.3065810994282,47.4163126297253
1,86.70343688651569,498.4561487127434,54.946881362104044
1,86.75656218627358,494.9071904075405,40.06212325765422
0,85.8489112423677,495.1113675969133,38.0817310113227
1,85.9888305963566,495.2047816878349,48.95331766300473
1,86.9034675389919,497.4529670063107,47.368899428004156
1,87.53207701297758,494.54714523271076,43.00991234679021
1,87.33836688869701,496.6816053282374,33.43847919777885
1,87.4904395901107,500.64638631689564,34.47283157833312
1,86.45649564660368,498.6228371503835,51.823632691592465
1,86.99682492923361,498.5832461521263,52.98197432185714
1,88.29729813606646,492.33242819248215,50.360365709355406
0,86.3763471851981,492.35607204140933,43.01434142500763
1,86.17179276296072,493.98932781417324,55.06597926258257
1,87.0956315970751,494.3289257050983,55.28660795143959
1,86.54854114061729,494.3086481650978,43.29316923170735
1,86.72332660677314,499.3106154521909,46.15488066348397
1,86.697393110565,495.3758374645213,43.47824343233974
1,89.56042270770035,495.4839215075227,31.400331592106387
0,85.90735728117733,493.0797672390639,37.96562421304937
1,87.01521745968581,499.29761859034625,41.01489330257873
1,86.53752001262225,495.2554306111322,39.10962092173197
1,86.01189493203083,499.220676970024,45.965691163591515
1,86.14118716354439,493.11867519404007,42.41025713273598
1,86.5390837528301,497.96428395793237,40.14560797568636
1,86.78900853080998,498.2547340180639,44.971973389717
1,87.32739984245869,494.36991134603903,39.05497434805234
1,86.00018737540904,498.15991762626334,40.5091377624102
1,86.7497193242444,495.566432195271,34.05979240553005
1,87.60662846287174,491.5286003892467,30.681729864265684
1,86.32756883884117,494.24997978748814,38.48011777037691
1,87.73545954393376,495.2693153808185,30.709508256946037
1,86.61033969420538,494.0586760706745,50.504507869682435
1,88.30436868170895,494.52719643334444,36.8924236088081
1,86.62785551382487,497.65802180420303,38.10763823892813
1,87.10457236349123,496.5535159825909,49.0517378438323
1,87.38568386270236,498.34978680564376,54.08965716601208
1,86.88219670982465,495.7922660368263,52.145011419036194
0,88.56415097198662,496.10992913979743,41.21819142165244
1,86.31691605612265,497.1256674227809,49.737675875179136
1,86.87475390492807,496.55692067834053,47.73236068243283
1,85.34204485890973,496.0322274809361,53.25863700813229
1,85.92687832567793,498.21378462350845,48.598145046735226
1,86.08082142780786,497.76816444456495,36.13615187618246
1,87.12598917085786,496.4887069198345,51.25030712612029
1,88.51160292275084,495.13596577829964,42.67458469721266
1,86.76060041204366,497.40025928491946,50.2835002530412
1,85.32936860597181,497.6676505247674,39.46654543016278
1,86.76396699045226,497.66431144646117,44.40034160652172
1,88.250727695326,498.19858849660045,31.961058054489968
1,87.16020449922948,498.378791181695,42.24980708555627
1,86.60138233895617,495.828481839706,40.514561571218564
1,88.03813423347457,496.29965522721955,53.81183075688351
1,86.3752750935039,494.2593123496475,46.06196943248313
1,86.19468597369281,497.68684356658576,40.724556126183835
0,89.11892760600519,500.7635494034127,33.087163884233874
1,86.88899015745223,491.7281255590116,51.62464541420188
1,86.02371592269128,495.5786927813562,51.96124605659766
0,86.38418759436642,492.0320950184313,42.99762599844757
1,86.47228413174982,496.6366755698697,42.17903285409198
1,87.19538496667316,496.7877713054585,39.98982718205057
0,88.51182797991767,497.04968398578666,40.4471556153475
1,84.76297012334487,495.85522666608443,51.98503936712447
1,86.06532315473947,495.38691893308015,37.23382401685183
1,87.71324113610305,496.2311487848419,40.00028528355514
1,86.61739977515268,492.92539014107797,32.050729514408104
1,85.90603478555919,494.54002582622553,42.68501556243956
1,86.53506095614361,493.1230537547211,44.3474425936147
1,86.86526210809372,495.77716201142096,35.76511416541324
1,87.49537668135942,495.8026904813726,29.642304354215625
1,85.5282256595007,496.7279273745264,35.02549409025758
0,86.41674825256962,495.68117696017936,45.62462893247524
1,86.69070337911268,497.51303857238094,42.13213368680799
0,87.21182382719596,494.5296763493106,33.39053622754291
1,87.09298245735475,494.1178673549511,41.835117525102646
1,86.65379191961235,495.54613288501207,49.366997066186016
1,85.38375529297964,497.9282077217301,54.2783555410558
1,87.40516646191548,495.07302146841005,50.155436273039854
1,88.25724966848833,495.124697057944,51.36541918075892
1,85.17481411832208,498.38759323679267,41.60212287493616
1,86.40020571211797,501.2860100524003,39.19406059744345
1,85.74833914715528,496.47848669534335,33.69952426767232
1,86.45847281278296,492.9830898023074,42.72537496764354
1,85.7688674426865,495.1221862289367,31.44286141906353
1,86.01307151744912,495.5335094941305,30.113903719101884
1,87.90163269555981,497.4717683894799,49.260362473632185
1,86.48959802790125,497.6308744084011,54.92517150311261
1,86.31390248611787,496.79354424997626,35.69389096366493
1,86.05964238574182,495.47821471676576,49.53726195514416
1,86.64347355919202,496.66685222561694,34.017237329522445
1,87.92167396535439,496.21447098175,54.80712921858512
1,84.537120779749,493.5276339210823,36.315486080841985
0,87.14479615691228,494.3953225931905,29.04125043879129
1,85.29404596321521,496.88916523896296,49.08825927150359
1,86.74337349123279,496.24263802816034,31.44627769053588
1,86.19824076047709,497.1708073698258,42.83757822922023
1,86.8913105154186,492.14539796974566,29.20425020405472
1,87.1545102148111,493.7710741203576,47.620424358299914
1,87.4050202584943,495.1271490830969,49.83237351771467
1,86.69815921438001,496.77455097632856,52.066731472112664
1,88.63538101160319,496.5876267185396,46.00505654165157
1,85.38390371346024,494.21150055033496,50.81943822512774
1,86.41818648387479,492.25746635996813,29.97137300775954
1,86.23912676168953,494.71070180638344,52.55512127368188
1,85.9241471244402,494.7313734418943,42.3624892767404
0,87.77854628737614,497.157067802518,54.97967066724631
1,89.9696993967567,492.51172349818046,53.187330717371744
1,86.40464892115492,496.731392592473,41.10879782161406
1,86.38278938513062,494.74838346091946,49.400152091918464
0,88.99955212515562,493.9475472155504,36.071527288365985
1,86.47149987561264,496.40036119632094,55.94884139402946
1,86.52157214475051,494.4746444961492,37.468670967287636
0,87.68204342035466,496.61729696769345,37.264294110731186
0,88.58732075226435,499.1038160528094,51.70018689513067
1,86.83942207467267,498.35678370982345,39.27708374927224
1,85.97409722172989,500.77555625907877,46.99704172514967
1,88.99486592615312,496.1980993035239,30.913523719678867
0,86.41343518585823,489.9371419362712,43.69704944616771
1,86.50005409983555,494.50693066600746,40.7885505571234
1,87.57105970875196,498.54824312968213,29.032796143675863
1,86.30344419759707,497.4105936734595,36.959465358331855
1,86.50994738040283,494.284637372164,36.7934992034007
0,86.81564621407364,494.70807639280036,53.914684547425225
1,85.65886799586133,496.9887384352355,38.95792102350492
1,86.72887363834494,499.9514673116248,49.161910839068895
1,87.73217433782517,497.7860744253045,43.393416719636825
1,88.25567807569116,493.56560663321454,49.4699006836952
1,86.43492010421998,496.86028193774206,32.05509645307628
1,89.56484770016844,497.6238173495347,44.514678608700265
1,87.22178558004113,498.7978815180542,38.68898158797313
1,87.3150907206001,500.4601084792616,36.86793605382793
1,87.37945849543313,491.75839825111626,29.81400385668132
1,86.30092544467202,497.44026768161524,40.635503319053576
1,86.14788571064841,496.28604601430646,45.006994564779404
1,85.79960305584642,492.61244888472646,44.7711131155767
1,87.70973843214409,497.6131067455173,35.33034613035449
0,86.89281036888924,498.3219629473675,54.25258409508436
1,86.75836068161345,490.88007968637305,36.342808190855344
1,86.85201660852417,494.4934165001996,29.483318590805467
1,86.55614722849529,493.1509125697676,45.78313726489169
1,87.0041883156404,497.04096597862963,50.56076682933587
1,86.40408531591966,499.96591817685294,38.02486818304718
1,84.81155810514205,495.0919126390778,33.80757870911139
1,88.1354522227086,500.4905148496978,45.51175092589406
1,86.35724335448405,493.515399147015,38.25343599851887
1,87.1067292107219,497.84131705650975,33.177057533797736
1,85.16814777167049,494.9221335493872,42.321976730594535
0,87.76861880670484,498.25982375280046,37.50155349161207
1,88.15229059299429,495.46243406173164,43.91161096748508
1,87.4020967662,493.34521617396365,54.18892030070897
1,87.71399273538177,499.56907163672645,53.91695035262143
1,85.27268549326513,494.99052271292965,53.70793410309367
1,86.678795090834,499.5176150830652,46.976208456353746
1,87.07039364654385,494.0069078681806,50.863109017018694
1,87.79420408873838,496.7680296512182,42.97446087592938
1,86.30466085896934,501.6832351135125,30.680003170063852
1,87.54981115248145,497.370404321861,53.00326961938665
1,86.61918348324654,494.32024258921706,55.687908054301445
1,85.64811504034444,496.10948926357105,39.864717178225675
1,87.13303283026849,494.45128357352235,29.215179386904502
1,85.28271488847349,498.9816976947912,40.455095165810675
1,87.25673948722034,496.5866611977607,40.637212258471706
1,86.38512539826407,495.3464809364675,49.45306657634773
0,85.87319329153158,493.8083997220113,39.96506732538576
1,86.4513114080805,493.94247518790974,48.240377948018875
1,85.55813277752138,495.69704511790735,43.474082393966896
0,86.12868827084486,496.63512818968235,50.97461707620816
1,85.3833186664276,494.379589526881,50.42740501664973
1,86.63310131566861,497.44976362572487,48.26994506646419
1,86.17647964855551,495.95093960630237,31.34654670585707
1,86.94687910340319,497.2087792536418,35.395358053439075
1,87.51928017973083,490.4291826406703,33.976614155835236
1,86.67659586812529,500.47120474753496,31.68921784100472
1,86.46245489927222,498.095160069677,44.643218277130146
1,85.59443978846816,496.4808388002501,49.0265765552995
1,85.82926088160038,496.0891704184396,38.230343641259765
1,86.2031373714526,493.9195123221248,47.20801075467338
1,85.4432809847822,494.382734070986,48.79339586285967
1,86.9953303857405,495.20737225982566,41.12922019893452
1,86.80073757903216,494.5350655567032,31.15325486136849
0,88.37345625764532,494.56736547622785,51.97550706856174
1,87.46200734018963,495.59819219337516,47.8951188112193
0,88.15770372904346,496.3630302253528,32.819224766410514
1,88.35569341528083,494.93957591215343,43.795552217604914
1,84.69782891617311,497.4538047160493,52.588245102344736
1,86.3772375614068,497.3457450570936,29.97700529594045
1,86.67195693809782,496.152234157877,53.86351540093749
1,85.92279802905833,494.5856677350262,29.57207128326292
1,88.2048403749165,493.91944436004883,55.24434190114383
1,86.3643268004435,494.444226426838,54.10552970921373
1,86.29389164406517,496.8089439442509,46.74052968557032
1,87.31895306109554,493.4740771224972,42.17154008819743
1,86.18124955070004,495.2403552417269,38.919402783139745
1,87.89219966310831,495.1124301910673,45.916145088431975
0,86.4566444009612,494.30219698386765,35.293441542949694
0,86.79015622031686,495.32283161723603,33.69692558312953
1,86.0920801031581,495.94995914356485,43.785902054543186
1,87.52658192166771,496.7922714946074,31.386804274318965
1,87.13231689038115,498.35261068412905,40.50647285113597
1,86.01604172393922,492.7794545718807,30.4645263520607
0,87.57560739669829,495.76292238786453,37.25546540175037
1,86.3440997852247,496.3669355676045,47.5055020544275
1,87.63358414083164,494.8352121153996,30.951826609838328
1,86.00101500286371,496.66790876259194,48.43261933972382
1,86.87579478218667,497.5423743883902,54.67944620444652
1,87.59397661877735,493.79202609230236,40.42952904714037
1,86.29417573028243,501.3514811805076,40.69747437256613
1,86.14379739284924,501.04770209239075,34.8718043344252
1,87.59373855897707,496.3202776135685,39.41422362786561
1,87.90868371062044,497.1351246980066,41.748310317663076
1,86.83377397597346,495.9155127660632,39.24861549052376
1,86.15909491953454,496.98496140617755,55.31721765217356
1,87.18195792448304,496.135947336269,30.50135885537947
1,87.59091132284854,497.2859441032598,32.72133042668119
1,87.97096732317993,492.6074245254552,55.5651989809316
0,87.04358588542321,494.2515492040418,32.39293842807015
0,87.67966209047339,497.1512521766602,39.85744043319958
1,85.66502409026319,496.8856266532148,48.57677958915626
1,88.5856504557413,495.75370301943445,45.02774011669123
1,86.7499810289806,495.2985569896719,37.39263586990167
1,87.11685040614293,496.26302499889704,39.14657027464466
0,85.75367938044073,499.20710877368435,34.976220620998
1,85.33459670691119,498.0385511216715,53.47579626227764
0,87.4426078506343,497.2526029700759,55.99161496460775
1,87.55563041331226,496.82241455443483,30.364545655561365
1,86.61548214006194,495.5619308669147,35.548195307616275
1,86.40133607254145,496.4134064609742,52.46435082225928
1,88.4109200919137,497.6001928563358,42.07607450146691
1,86.07330909132384,494.11062335087786,39.069237995478744
1,87.26872214349937,498.66477736062023,45.89796051418331
0,85.64122428498439,499.44353904345786,35.37844231739622
1,88.5867546478803,497.86525549973976,48.762993901572514
1,85.4772163847685,497.76503427139215,52.50458733375927
1,89.27398570286508,495.2919491671584,55.2683329586561
1,87.63801457390176,498.6860589994137,55.49559343223122
1,85.67276401015725,497.4801811777608,34.63961571305493
1,86.8165158355039,495.9042220358337,39.323653628407925
1,86.83383921386026,497.3826940413913,43.774897591979595
1,86.42876861237201,496.14111192263834,48.35273130966569
1,86.0788398179724,490.4290393709037,36.420788906627
1,86.72118415047822,494.91113758274395,52.05354701841926
1,85.7362113528624,494.23584598900567,47.02505623064965
1,84.44893071713106,495.34683473414213,42.90465147046046
0,87.78268922952074,493.26484108209615,29.94650167281335
1,86.26148062789471,498.4735166445825,54.30048835626489
1,88.97991776384923,496.7155698411932,31.67727002777279
1,85.69487479268955,495.86162114561193,50.08273001837226
0,87.32779340140836,495.4798879315526,40.148340228937826
1,86.54447900753922,496.4631766268656,53.95170834816013
1,85.46899946636097,493.4566681646289,39.07861598059344
1,87.13420346666659,496.811817573661,43.02228339241877
1,87.97632487683673,492.9972946910358,30.68593234790456
1,86.87386363199721,498.09307233283215,32.38791609163079
1,86.88139615329868,493.86547014442175,31.6866359247922
1,86.75296788676766,497.4255416354271,33.47077037143739
0,86.25368379841937,491.90375263459595,31.986399767424885
1,87.24781706011075,494.1118246605276,33.22520438485678
1,87.6526058812799,496.85852777971456,33.203389573624335
0,87.81576245273052,495.87283530033375,53.4232582477133
1,86.72452772491035,496.0233403361716,48.862823732047794
1,86.96593877992375,497.2810669880614,50.70698664405155
1,85.75391208627575,496.8924728381156,46.74953507098515
1,87.34072534795766,495.06561938669245,54.74879392982415
1,88.86743659737998,495.6542674157024,29.84341243205354
1,87.14995490501914,495.5530384402166,50.36806062101975
1,86.81778891222876,495.87640865718623,51.780495865401306
1,87.61130567492383,494.8270269495373,47.75841214023664
1,88.14120976703424,495.41139130449415,52.86187758239627
1,87.74327520138958,501.16937216765734,44.49646282007345
1,87.17171081400083,496.50559661101784,53.04200162674975
0,85.84155784648804,496.2895539232459,55.39386419638797
1,86.37381830834279,496.8718559611068,50.127123251822084
1,86.6756700396839,497.4763318608327,40.713538305895746
1,87.32599140938181,495.62463256507203,42.96570354663416
1,89.19423619277896,495.60583927340565,49.274807836252755
1,85.85313334197829,496.457086619392,37.78748167156196
1,87.39516740513191,493.69900040337876,48.679010304273774
0,86.46960990038467,497.6875041078241,34.49610479273191
1,85.91301060303967,497.3063854124835,42.29643856092332
1,86.16063122833305,495.4059919985643,51.57229640039978
1,87.50819282193184,492.72524149908867,32.859416814875054
0,88.56895308329723,497.9392272427307,42.74126590525331
1,87.46900431340124,494.28533421102554,43.43364982182886
1,86.3451108682108,494.79994922375795,40.60650410463796
1,87.08048746475819,495.95956711806014,49.19173739518864
1,86.27969465711232,497.8406229884564,53.620768638878154
1,86.63466841333853,494.91614074344994,50.456978771315725
1,88.49064709898828,498.568909721761,32.8807905341183
1,85.29368710161992,495.737321944657,53.4677303269988
1,86.64441351816933,498.45753805889024,38.045532258045014
1,87.18808444808275,495.8337052976925,37.65256863518259
1,86.94611644625145,498.87012027000355,50.393364195913705
1,87.27409098856528,494.10101570652495,39.05448514654803
1,88.99111316974283,495.3417755106358,45.91778658323146
1,89.16322026657954,493.3019310413794,55.86880385564734
1,87.4233308148725,495.71520103191847,36.30570160114171
1,86.29402799195253,492.87584339807285,45.48054161236473
1,87.81791371558501,496.4374056087983,54.34893484762809
1,85.12578964216823,498.56982841904284,48.42430618958778
0,86.66765873448055,495.8560684421801,30.540739241446822
1,86.60756893395624,498.2248314272971,50.0421551145696
1,88.63973699397783,497.3555860387324,54.304607130794466
1,84.64557999966037,494.6796399442376,44.041059215519574
1,86.74781773282427,495.5081600497897,55.933663807379396
1,88.17460105308811,493.6764305857006,53.15189472471718
1,86.89621381786357,496.9633529450779,30.326646146191788
1,87.50933723794385,494.6063363706298,32.172711195226285
0,87.57873835193996,497.10770361740776,39.147380687278954
1,89.33036814223256,494.7016565349391,52.911148547449756
1,87.0482334411437,499.7821881148459,52.22386654444743
1,85.9646218707254,497.5052241283422,33.91267293736282
1,86.80901750174216,495.78116167172425,45.977603481373336
0,87.58935846508584,497.57896706627065,46.106034270867255
1,86.19242621117037,492.90366673892686,45.065611163920394
1,84.73210543896067,496.95094511088445,30.098009840083247
1,88.09637353814783,495.73628897487555,44.18140820791592
1,87.97447489390632,497.294051331729,48.95369961316342
1,86.31609875165393,496.67930682477316,30.594141756119534
1,86.09884572285424,493.80662286925923,51.96788305286506
1,88.42937320208759,495.66300002715917,30.51460509558433
1,89.75638096216616,494.55398573727314,36.28384651600964
1,87.2666958619334,495.70162947574397,51.637803937346305
1,86.06541995085009,492.13514035483036,48.67795747031994
1,85.04688381456748,495.00448828208914,42.64134437519801
1,87.34217942560903,493.27503971854617,53.9767117105598
1,86.87951684679923,497.8035158233076,52.80725759944889
1,87.04123256556483,497.5686411566313,47.113282288049305
1,87.84789397010677,495.9889695003586,34.65758916827711
1,88.2117799169639,494.5107430496122,54.89822036363307
1,86.89874553253473,496.42151352580026,52.22822425145317
1,86.77450371494425,498.5269646772313,45.00876091674821
0,87.19911375329478,489.3771436975605,33.945552779046636
1,85.9662482937061,497.8608933174679,41.100976487403685
1,85.93816008340113,496.8157004299876,31.914156338320662
1,86.15931384195406,496.5296310735184,40.25060334059991
1,86.82062814623939,498.6644623354271,50.368168141917366
1,87.07344862885881,495.4977930307327,32.425491777760676
1,84.3072830322793,495.27316795261265,34.11801342119437
1,88.56399966142148,498.3854338349176,37.39492530886132
1,86.65438651153865,498.25926700799005,31.87100588928469
1,87.32798732475993,496.43743317557795,40.44572216584581
1,86.2625940307484,493.65919042525246,30.980862481454256
1,86.91548258091586,497.73371219687834,55.779501649765336
1,87.58390326062349,494.65757843726794,49.23281841529581
1,85.75105467091139,500.81836115215197,30.348326615328162
1,87.19718139966146,497.95299152102626,54.14648962964887
1,87.97688375205436,496.65065666382543,55.25522783279902
1,88.23421730774537,494.8705179591399,45.57033824150042
0,87.08399537763282,493.4399272030709,47.11535968241611
1,86.85274008320364,491.6727421077073,43.44914088089539
1,86.86810857364277,493.4621498460547,50.12197136895219
1,87.97098370392966,495.186677780988,46.27715138291993
1,88.14670085438318,492.5480000504354,32.21310772614959
1,87.44331402830828,494.7692327113565,31.39662280144486
1,87.50929353681786,496.00649410457316,51.916665530483044
1,86.63693876326126,493.15964240974597,43.567761194539614
1,85.38202905222619,496.23481531949454,53.66597413428832
1,88.30611225546271,496.0454366586943,46.30127560391918
0,87.46813380399138,498.5553659329064,37.96581909917623
1,90.0549077357888,493.56099645592997,47.36104985657127
1,86.25368531663815,494.8456558117849,40.45329604681813
1,87.45539806830593,496.1876856856167,34.95331708724082
1,86.35050691532066,493.2449041643281,36.379258400492446
1,88.64903781105555,496.1821509517678,42.38801455424763
1,86.72667331614355,492.9207305543387,40.37162929440417
1,87.48555091753707,501.702479645153,51.32934308935491
1,86.17628695626043,496.31597823406435,50.88006884090201
1,86.28183087785959,499.1768190582581,42.05102338228002
1,87.408040360656,497.35620054460315,41.802248072510864
0,87.7819940285242,494.1298073180084,32.707356590497675
1,87.94109546802079,495.5168510507569,50.28214604011642
1,85.91428426299913,497.5875500570277,52.39935954018935
1,86.11568889923223,500.88396380896313,48.68352338416371
1,86.96918162698744,496.6398736622954,32.73328915324093
1,87.15333627837096,497.20478088205147,46.858273674069665
1,88.25808426556796,495.6413433133748,46.624563751220606
1,87.85546019720749,496.41265268194627,50.9001124965376
1,86.95593361774165,495.88771418310773,29.313223816635272
0,86.32292493981411,497.5586304616483,51.84494747804078
1,86.43231369721259,496.9251554771658,53.487563124378596
1,86.659639654466,497.5853831997199,40.962447242463
1,86.11617413128654,494.15235450640665,51.80452263051921
1,87.09921471792761,496.98660660328784,35.291643962567775
1,87.34840657303516,494.26387140707254,49.76062672769778
1,85.74893528257888,494.367402618135,50.79237844807815
1,86.33096422040984,497.4049504167314,40.0432042375151
1,87.01423665307253,496.2655570185089,36.89054199047213
1,87.49986925946389,496.29300853438446,40.73279541662983
1,87.71603309458816,492.7519014797136,45.287120816235465
1,87.48054491362635,493.5279864910913,52.85682379719971
1,87.63111621094521,497.25446262502624,31.52711655935917
1,88.13062654148715,496.96364294930345,34.24466313468534
1,88.05838476660921,496.237345862637,37.26080155949332
1,88.5073585037294,497.3382886179657,35.70342527588198
1,87.6741045983428,497.50278535878607,43.26285321564344
1,86.58774343738759,497.29585385699056,48.80777250324203
1,87.25100960664015,496.9104999322356,41.178295101324046
1,87.29434776623977,495.80427398736856,42.3914678072303
1,86.1249638463957,498.51866217204343,42.121798940927576
1,88.39469427244133,496.8987141181581,52.50663052133241
0,85.62526081721295,496.9402833837516,55.79420324849552
0,87.41106353656575,495.06460295780795,35.14356294336589
1,87.62237618157505,493.5814416647406,41.524707633198645
1,85.77174522160117,495.5099665670015,53.22522143459361
1,88.98395521149557,495.47218472621717,30.367474996711564
1,87.52623586468141,498.2627638175382,29.67410664010791
1,87.72516819552744,496.0188167904839,29.20368987667886
1,88.14248795730045,496.8246312960678,46.83048276472826
1,86.86461908788556,493.25665875898244,34.38325212554985
1,86.33489403554061,497.2401112205003,53.60904235870739
1,86.21954818264777,497.0818702114692,46.92730694405205
1,87.10080474858582,499.024409332871,33.24892112399253
0,85.82399026589533,497.7942905768694,49.31225108800459
1,87.25155675801183,492.17380143253615,38.89651748522968
1,86.18440689087844,493.7628965344499,52.087460774543175
1,87.64260070732114,494.17291320488675,34.45363964895278
1,87.74434925811808,497.37342395390834,31.875905953210452
0,87.12502404676128,497.793043285543,33.20029923946987
1,89.06567336591563,496.2535079799381,55.81710006130466
0,86.22259395473115,496.3479369003515,30.698563671160777
1,85.4055030765167,496.19529801233426,44.15221511749461
1,86.31103443853897,496.55879093388694,52.517593857015456
1,87.68944689024983,498.0027154075766,54.088014901638786
1,89.33697794623744,498.420555980383,30.202480943083508
1,87.28861655080945,495.5267698925869,29.24527670969566
1,86.9540253862526,495.0788571664454,38.74911550587362
1,87.76401503345545,493.1754378887202,34.42941984490127
1,88.14975540032697,504.0722647406194,37.17989036167561
1,88.61840753241873,494.7578674079497,32.566792086917644
1,85.98718939661572,495.0242502884316,42.61493790321151
1,87.40142631353038,494.65482306660294,34.93967867281445
1,86.6721478184433,499.6577355473302,50.72429199099055
1,86.55704032508947,495.9331480270842,51.701908626917835
0,87.13589535714068,495.42897143832215,35.74476193754769
1,87.31776929085082,493.94753224492524,48.31396797926029
1,86.2687002264453,495.4342989054886,52.71568846857487
1,86.8658493262878,497.95244488958326,55.1064249225748
1,87.29995091412826,497.4929487940893,31.162362293871762
0,85.20818726681387,495.86076913011533,45.23501130568225
1,86.24834629517461,495.38424638456786,30.475681792908947
1,89.34044296693214,493.89821914274216,36.90755720344912
0,88.34722400767052,497.0644045429876,54.21924131752084
0,87.72875508480085,497.9729618068828,44.55651890458981
1,85.54541202633874,497.68871088674877,54.27090444554818
1,87.16799935038384,494.3302452802544,55.247737933443425
1,84.9839385695541,496.24988913760006,31.93049000972859
0,85.84697103478048,493.8138163635334,39.00723635866211
1,86.11059979526351,494.2868699671628,47.965112534369986
1,86.70640687803107,493.1272456690887,38.6149089667127
1,86.79264285497634,494.5349530082834,43.895690295416
1,85.12249299325015,497.610426704489,39.59477073356622
1,85.88242195103456,494.6787486349581,39.613209067030425
1,87.50369882720024,499.87409775656846,37.709292353219986
1,87.20869306697665,492.8876476580902,39.100082940272515
1,87.4484685359492,497.7562431897846,45.508321150321706
1,86.6294479119866,493.01722301100193,33.62895413998144
0,87.3592964550292,497.41283771483546,42.91185550259145
1,86.0898613857864,493.7419659060537,39.2066274475318
1,86.48692469792017,497.3644935141389,39.432658391292996
1,87.42970824634943,490.9167549169126,33.50270709140845
0,1.5973778314786102,4952.009920302434,122.37670997488058
0,1.611005663547028,4973.123761328806,102.7236460723278
0,1.6104363094107814,4945.559356409761,94.1116209491502
0,1.6067089882733991,4947.168416403947,107.80518222198067
0,1.6022420045563313,4959.568859376434,121.69828575178705
0,1.5961354133250747,4961.271817506661,119.81288539131705
0,1.6081464809372046,4953.426124833246,103.58122035280151
0,1.5997601828453927,4963.361399678346,103.66277188899332
0,1.6060505581707962,4983.868184569617,115.831144593905
0,1.5948315233947556,4964.31894780986,112.24132447882285
0,1.5885121572896068,4964.92648453298,98.11245357443849
0,1.60751584362945,4941.910503656056,112.74079669598679
0,1.5879233955390024,4963.444753939442,94.3250284116951
0,1.6014251300207203,4950.902370370967,98.20689250290995
0,1.5831440303128737,4965.327266372986,93.08924081105363
0,1.6122662586338028,4964.328843733669,100.792438662136
0,1.6087975065006672,4949.573586628374,125.94710188112373
0,1.6151260913833445,4955.00316020618,98.66147044135124
0,1.59820444661141,4944.570482625518,90.82445118508181
0,1.6062014822709394,4947.911187180999,100.9194685466936
0,1.6198850800262146,4967.854491525044,123.38913323620623
0,1.5927133674299971,4962.395616486489,104.0437323723144
0,1.590936081305803,4960.2693872787295,99.48996393046683
0,1.6151687660333287,4972.15577958609,89.46786869550854
1,1.5938046765365714,4972.312931678049,92.5071276935166
0,1.6085545799677063,4935.257155657317,110.63863608646447
1,1.58855471131991,4965.677805311716,124.70443035749227
0,1.5935768701444522,4957.7990455882955,104.35931095976522
0,1.6171850763835822,4964.117254921771,99.80639222799383
1,1.5935744188724583,4963.675278751952,105.50932747142026
0,1.5874551103328494,4945.153098889435,90.06177041999467
0,1.6096348018470912,4958.789853921073,120.91239785645774
1,1.6087213535343472,4963.455446553052,117.98153401042053
0,1.604684108744005,4965.655165395383,113.0957790787711
0,1.589317574521052,4960.99216778212,105.095483288212
0,1.5903662538973293,4957.721590012272,102.98674965367866
0,1.5982990593365325,4959.516212060894,91.42523623406738
